,id,name,start_timestamp,sport,league,teams,scores
1146,,Los Angeles Clippers - Portland Trail Blazers,2016-11-10 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Portland Trail Blazers']","{'Los Angeles Clippers': 111, 'Portland Trail Blazers': 80}"
1147,,San Antonio Spurs - Houston Rockets,2016-11-10 02:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Houston Rockets']","{'San Antonio Spurs': 99, 'Houston Rockets': 101}"
1148,,Phoenix Suns - Detroit Pistons,2016-11-10 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Detroit Pistons']","{'Phoenix Suns': 107, 'Detroit Pistons': 100}"
1149,,Oklahoma City Thunder - Toronto Raptors,2016-11-10 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Toronto Raptors']","{'Oklahoma City Thunder': 102, 'Toronto Raptors': 112}"
1150,,Atlanta Hawks - Chicago Bulls,2016-11-10 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Chicago Bulls']","{'Atlanta Hawks': 115, 'Chicago Bulls': 107}"
1151,,Charlotte Hornets - Utah Jazz,2016-11-10 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Utah Jazz']","{'Charlotte Hornets': 104, 'Utah Jazz': 98}"
1152,,Indiana Pacers - Philadelphia 76ers,2016-11-10 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Philadelphia 76ers']","{'Indiana Pacers': 122, 'Philadelphia 76ers': 115}"
1153,,New York Knicks - Brooklyn Nets,2016-11-10 00:00:00+00:00,basketball,NBA,"['New York Knicks', 'Brooklyn Nets']","{'New York Knicks': 110, 'Brooklyn Nets': 96}"
1154,,Orlando Magic - Minnesota Timberwolves,2016-11-10 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Minnesota Timberwolves']","{'Orlando Magic': 107, 'Minnesota Timberwolves': 123}"
1155,,Washington Wizards - Boston Celtics,2016-11-10 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Boston Celtics']","{'Washington Wizards': 118, 'Boston Celtics': 93}"
1156,,Los Angeles Lakers - Dallas Mavericks,2016-11-09 03:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Dallas Mavericks']","{'Los Angeles Lakers': 97, 'Dallas Mavericks': 109}"
1157,,Sacramento Kings - New Orleans Pelicans,2016-11-09 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'New Orleans Pelicans']","{'Sacramento Kings': 102, 'New Orleans Pelicans': 94}"
1158,,Portland Trail Blazers - Phoenix Suns,2016-11-09 03:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Phoenix Suns']","{'Portland Trail Blazers': 124, 'Phoenix Suns': 121}"
1159,,Memphis Grizzlies - Denver Nuggets,2016-11-09 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Denver Nuggets']","{'Memphis Grizzlies': 108, 'Denver Nuggets': 107}"
1160,,Brooklyn Nets - Minnesota Timberwolves,2016-11-09 00:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Minnesota Timberwolves']","{'Brooklyn Nets': 119, 'Minnesota Timberwolves': 110}"
1161,,Cleveland Cavaliers - Atlanta Hawks,2016-11-09 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Atlanta Hawks']","{'Cleveland Cavaliers': 106, 'Atlanta Hawks': 110}"
1162,,Golden State Warriors - New Orleans Pelicans,2016-11-08 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'New Orleans Pelicans']","{'Golden State Warriors': 116, 'New Orleans Pelicans': 106}"
1163,,Los Angeles Clippers - Detroit Pistons,2016-11-08 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Detroit Pistons']","{'Los Angeles Clippers': 114, 'Detroit Pistons': 82}"
1164,,Chicago Bulls - Orlando Magic,2016-11-08 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Orlando Magic']","{'Chicago Bulls': 112, 'Orlando Magic': 80}"
1165,,Oklahoma City Thunder - Miami Heat,2016-11-08 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Miami Heat']","{'Oklahoma City Thunder': 97, 'Miami Heat': 85}"
1166,,Charlotte Hornets - Indiana Pacers,2016-11-08 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Indiana Pacers']","{'Charlotte Hornets': 122, 'Indiana Pacers': 100}"
1167,,Philadelphia 76ers - Utah Jazz,2016-11-08 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Utah Jazz']","{'Philadelphia 76ers': 84, 'Utah Jazz': 109}"
1168,,Washington Wizards - Houston Rockets,2016-11-08 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Houston Rockets']","{'Washington Wizards': 106, 'Houston Rockets': 114}"
1169,,Los Angeles Lakers - Phoenix Suns,2016-11-07 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Phoenix Suns']","{'Los Angeles Lakers': 119, 'Phoenix Suns': 108}"
1170,,Boston Celtics - Denver Nuggets,2016-11-07 00:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Denver Nuggets']","{'Boston Celtics': 107, 'Denver Nuggets': 123}"
1171,,Dallas Mavericks - Milwaukee Bucks,2016-11-07 00:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Milwaukee Bucks']","{'Dallas Mavericks': 86, 'Milwaukee Bucks': 75}"
1172,,Toronto Raptors - Sacramento Kings,2016-11-06 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Sacramento Kings']","{'Toronto Raptors': 91, 'Sacramento Kings': 96}"
1173,,Memphis Grizzlies - Portland Trail Blazers,2016-11-06 20:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Portland Trail Blazers']","{'Memphis Grizzlies': 94, 'Portland Trail Blazers': 100}"
1174,,New York Knicks - Utah Jazz,2016-11-06 17:00:00+00:00,basketball,NBA,"['New York Knicks', 'Utah Jazz']","{'New York Knicks': 109, 'Utah Jazz': 114}"
1175,,San Antonio Spurs - Los Angeles Clippers,2016-11-06 00:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Los Angeles Clippers']","{'San Antonio Spurs': 92, 'Los Angeles Clippers': 116}"
1176,,Milwaukee Bucks - Sacramento Kings,2016-11-06 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Sacramento Kings']","{'Milwaukee Bucks': 117, 'Sacramento Kings': 91}"
1177,,Atlanta Hawks - Houston Rockets,2016-11-05 23:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Houston Rockets']","{'Atlanta Hawks': 112, 'Houston Rockets': 97}"
1178,,Detroit Pistons - Denver Nuggets,2016-11-05 23:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Denver Nuggets']","{'Detroit Pistons': 103, 'Denver Nuggets': 86}"
1179,,Indiana Pacers - Chicago Bulls,2016-11-05 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Chicago Bulls']","{'Indiana Pacers': 111, 'Chicago Bulls': 94}"
1180,,Orlando Magic - Washington Wizards,2016-11-05 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Washington Wizards']","{'Orlando Magic': 88, 'Washington Wizards': 86}"
1181,,Philadelphia 76ers - Cleveland Cavaliers,2016-11-05 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Cleveland Cavaliers']","{'Philadelphia 76ers': 101, 'Cleveland Cavaliers': 102}"
1182,,Oklahoma City Thunder - Minnesota Timberwolves,2016-11-05 22:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Minnesota Timberwolves']","{'Oklahoma City Thunder': 112, 'Minnesota Timberwolves': 92}"
1183,,Los Angeles Lakers - Golden State Warriors,2016-11-05 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Golden State Warriors']","{'Los Angeles Lakers': 117, 'Golden State Warriors': 97}"
1184,,Utah Jazz - San Antonio Spurs,2016-11-05 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'San Antonio Spurs']","{'Utah Jazz': 86, 'San Antonio Spurs': 100}"
1185,,Dallas Mavericks - Portland Trail Blazers,2016-11-05 00:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Portland Trail Blazers']","{'Dallas Mavericks': 95, 'Portland Trail Blazers': 105}"
1186,,Chicago Bulls - New York Knicks,2016-11-05 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'New York Knicks']","{'Chicago Bulls': 104, 'New York Knicks': 117}"
1187,,Memphis Grizzlies - Los Angeles Clippers,2016-11-05 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Los Angeles Clippers']","{'Memphis Grizzlies': 88, 'Los Angeles Clippers': 99}"
1188,,New Orleans Pelicans - Phoenix Suns,2016-11-05 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Phoenix Suns']","{'New Orleans Pelicans': 111, 'Phoenix Suns': 112}"
1189,,Brooklyn Nets - Charlotte Hornets,2016-11-04 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Charlotte Hornets']","{'Brooklyn Nets': 95, 'Charlotte Hornets': 99}"
1190,,Toronto Raptors - Miami Heat,2016-11-04 23:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Miami Heat']","{'Toronto Raptors': 96, 'Miami Heat': 87}"
1191,,Washington Wizards - Atlanta Hawks,2016-11-04 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Atlanta Hawks']","{'Washington Wizards': 95, 'Atlanta Hawks': 92}"
1192,,Golden State Warriors - Oklahoma City Thunder,2016-11-04 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Oklahoma City Thunder']","{'Golden State Warriors': 122, 'Oklahoma City Thunder': 96}"
1193,,Cleveland Cavaliers - Boston Celtics,2016-11-04 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Boston Celtics']","{'Cleveland Cavaliers': 128, 'Boston Celtics': 122}"
1194,,Milwaukee Bucks - Indiana Pacers,2016-11-04 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Indiana Pacers']","{'Milwaukee Bucks': 125, 'Indiana Pacers': 107}"
1195,,Minnesota Timberwolves - Denver Nuggets,2016-11-04 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Denver Nuggets']","{'Minnesota Timberwolves': 99, 'Denver Nuggets': 102}"
1196,,Orlando Magic - Sacramento Kings,2016-11-03 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Sacramento Kings']","{'Orlando Magic': 102, 'Sacramento Kings': 94}"
1197,,Los Angeles Clippers - Oklahoma City Thunder,2016-11-03 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Oklahoma City Thunder']","{'Los Angeles Clippers': 83, 'Oklahoma City Thunder': 85}"
1198,,Phoenix Suns - Portland Trail Blazers,2016-11-03 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Portland Trail Blazers']","{'Phoenix Suns': 118, 'Portland Trail Blazers': 115}"
1199,,Utah Jazz - Dallas Mavericks,2016-11-03 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Dallas Mavericks']","{'Utah Jazz': 97, 'Dallas Mavericks': 81}"
1200,,Boston Celtics - Chicago Bulls,2016-11-03 00:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Chicago Bulls']","{'Boston Celtics': 107, 'Chicago Bulls': 100}"
1201,,Memphis Grizzlies - New Orleans Pelicans,2016-11-03 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'New Orleans Pelicans']","{'Memphis Grizzlies': 89, 'New Orleans Pelicans': 83}"
1202,,Atlanta Hawks - Los Angeles Lakers,2016-11-02 23:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Los Angeles Lakers']","{'Atlanta Hawks': 116, 'Los Angeles Lakers': 123}"
1203,,Brooklyn Nets - Detroit Pistons,2016-11-02 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Detroit Pistons']","{'Brooklyn Nets': 109, 'Detroit Pistons': 101}"
1204,,New York Knicks - Houston Rockets,2016-11-02 23:30:00+00:00,basketball,NBA,"['New York Knicks', 'Houston Rockets']","{'New York Knicks': 99, 'Houston Rockets': 118}"
1205,,Charlotte Hornets - Philadelphia 76ers,2016-11-02 23:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Philadelphia 76ers']","{'Charlotte Hornets': 109, 'Philadelphia 76ers': 93}"
1206,,Washington Wizards - Toronto Raptors,2016-11-02 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Toronto Raptors']","{'Washington Wizards': 103, 'Toronto Raptors': 113}"
1207,,Portland Trail Blazers - Golden State Warriors,2016-11-02 02:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Golden State Warriors']","{'Portland Trail Blazers': 104, 'Golden State Warriors': 127}"
1208,,San Antonio Spurs - Utah Jazz,2016-11-02 00:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Utah Jazz']","{'San Antonio Spurs': 91, 'Utah Jazz': 106}"
1209,,Minnesota Timberwolves - Memphis Grizzlies,2016-11-02 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Memphis Grizzlies']","{'Minnesota Timberwolves': 116, 'Memphis Grizzlies': 80}"
1210,,New Orleans Pelicans - Milwaukee Bucks,2016-11-02 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Milwaukee Bucks']","{'New Orleans Pelicans': 113, 'Milwaukee Bucks': 117}"
1211,,Detroit Pistons - New York Knicks,2016-11-01 23:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'New York Knicks']","{'Detroit Pistons': 102, 'New York Knicks': 89}"
1212,,Miami Heat - Sacramento Kings,2016-11-01 23:30:00+00:00,basketball,NBA,"['Miami Heat', 'Sacramento Kings']","{'Miami Heat': 108, 'Sacramento Kings': 96}"
1213,,Indiana Pacers - Los Angeles Lakers,2016-11-01 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Los Angeles Lakers']","{'Indiana Pacers': 115, 'Los Angeles Lakers': 108}"
1214,,Philadelphia 76ers - Orlando Magic,2016-11-01 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Orlando Magic']","{'Philadelphia 76ers': 101, 'Orlando Magic': 103}"
1215,,Cleveland Cavaliers - Houston Rockets,2016-11-01 22:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Houston Rockets']","{'Cleveland Cavaliers': 128, 'Houston Rockets': 120}"
1216,,Los Angeles Clippers - Phoenix Suns,2016-11-01 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Phoenix Suns']","{'Los Angeles Clippers': 116, 'Phoenix Suns': 98}"
1217,,Atlanta Hawks - Sacramento Kings,2016-10-31 23:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Sacramento Kings']","{'Atlanta Hawks': 106, 'Sacramento Kings': 95}"
1218,,Brooklyn Nets - Chicago Bulls,2016-10-31 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Chicago Bulls']","{'Brooklyn Nets': 88, 'Chicago Bulls': 118}"
1219,,Toronto Raptors - Denver Nuggets,2016-10-31 23:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Denver Nuggets']","{'Toronto Raptors': 105, 'Denver Nuggets': 102}"
1220,,Houston Rockets - Dallas Mavericks,2016-10-31 00:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Dallas Mavericks']","{'Houston Rockets': 93, 'Dallas Mavericks': 92}"
1221,,Memphis Grizzlies - Washington Wizards,2016-10-31 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Washington Wizards']","{'Memphis Grizzlies': 112, 'Washington Wizards': 103}"
1222,,Oklahoma City Thunder - Los Angeles Lakers,2016-10-30 23:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Los Angeles Lakers']","{'Oklahoma City Thunder': 113, 'Los Angeles Lakers': 96}"
1223,,Detroit Pistons - Milwaukee Bucks,2016-10-30 22:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Milwaukee Bucks']","{'Detroit Pistons': 98, 'Milwaukee Bucks': 83}"
1224,,Miami Heat - San Antonio Spurs,2016-10-30 22:00:00+00:00,basketball,NBA,"['Miami Heat', 'San Antonio Spurs']","{'Miami Heat': 99, 'San Antonio Spurs': 106}"
1225,,Phoenix Suns - Golden State Warriors,2016-10-30 22:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Golden State Warriors']","{'Phoenix Suns': 100, 'Golden State Warriors': 106}"
1226,,Los Angeles Clippers - Utah Jazz,2016-10-30 20:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Utah Jazz']","{'Los Angeles Clippers': 88, 'Utah Jazz': 75}"
1227,,Sacramento Kings - Minnesota Timberwolves,2016-10-30 02:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Minnesota Timberwolves']","{'Sacramento Kings': 106, 'Minnesota Timberwolves': 103}"
1228,,Chicago Bulls - Indiana Pacers,2016-10-30 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Indiana Pacers']","{'Chicago Bulls': 118, 'Indiana Pacers': 101}"
1229,,Denver Nuggets - Portland Trail Blazers,2016-10-30 00:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Portland Trail Blazers']","{'Denver Nuggets': 113, 'Portland Trail Blazers': 115}"
1230,,Milwaukee Bucks - Brooklyn Nets,2016-10-30 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Brooklyn Nets']","{'Milwaukee Bucks': 110, 'Brooklyn Nets': 108}"
1231,,San Antonio Spurs - New Orleans Pelicans,2016-10-30 00:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'New Orleans Pelicans']","{'San Antonio Spurs': 98, 'New Orleans Pelicans': 79}"
1232,,Cleveland Cavaliers - Orlando Magic,2016-10-29 23:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Orlando Magic']","{'Cleveland Cavaliers': 105, 'Orlando Magic': 99}"
1233,,New York Knicks - Memphis Grizzlies,2016-10-29 23:30:00+00:00,basketball,NBA,"['New York Knicks', 'Memphis Grizzlies']","{'New York Knicks': 111, 'Memphis Grizzlies': 104}"
1234,,Charlotte Hornets - Boston Celtics,2016-10-29 23:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Boston Celtics']","{'Charlotte Hornets': 98, 'Boston Celtics': 104}"
1235,,Philadelphia 76ers - Atlanta Hawks,2016-10-29 16:30:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Atlanta Hawks']","{'Philadelphia 76ers': 72, 'Atlanta Hawks': 104}"
1236,,New Orleans Pelicans - Golden State Warriors,2016-10-29 01:30:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Golden State Warriors']","{'New Orleans Pelicans': 114, 'Golden State Warriors': 122}"
1237,,Utah Jazz - Los Angeles Lakers,2016-10-29 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Los Angeles Lakers']","{'Utah Jazz': 96, 'Los Angeles Lakers': 89}"
1238,,Dallas Mavericks - Houston Rockets,2016-10-29 00:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Houston Rockets']","{'Dallas Mavericks': 98, 'Houston Rockets': 106}"
1239,,Miami Heat - Charlotte Hornets,2016-10-29 00:00:00+00:00,basketball,NBA,"['Miami Heat', 'Charlotte Hornets']","{'Miami Heat': 91, 'Charlotte Hornets': 97}"
1240,,Oklahoma City Thunder - Phoenix Suns,2016-10-29 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Phoenix Suns']","{'Oklahoma City Thunder': 113, 'Phoenix Suns': 110}"
1241,,Brooklyn Nets - Indiana Pacers,2016-10-28 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Indiana Pacers']","{'Brooklyn Nets': 103, 'Indiana Pacers': 94}"
1242,,Detroit Pistons - Orlando Magic,2016-10-28 23:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Orlando Magic']","{'Detroit Pistons': 108, 'Orlando Magic': 82}"
1243,,Toronto Raptors - Cleveland Cavaliers,2016-10-28 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Cleveland Cavaliers']","{'Toronto Raptors': 91, 'Cleveland Cavaliers': 94}"
1244,,Portland Trail Blazers - Los Angeles Clippers,2016-10-28 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Los Angeles Clippers']","{'Portland Trail Blazers': 106, 'Los Angeles Clippers': 114}"
1245,,Sacramento Kings - San Antonio Spurs,2016-10-28 02:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'San Antonio Spurs']","{'Sacramento Kings': 94, 'San Antonio Spurs': 102}"
1246,,Chicago Bulls - Boston Celtics,2016-10-28 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Boston Celtics']","{'Chicago Bulls': 105, 'Boston Celtics': 99}"
1247,,Atlanta Hawks - Washington Wizards,2016-10-27 23:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Washington Wizards']","{'Atlanta Hawks': 114, 'Washington Wizards': 99}"
1248,,Los Angeles Lakers - Houston Rockets,2016-10-27 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Houston Rockets']","{'Los Angeles Lakers': 120, 'Houston Rockets': 114}"
1249,,Phoenix Suns - Sacramento Kings,2016-10-27 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Sacramento Kings']","{'Phoenix Suns': 94, 'Sacramento Kings': 113}"
1250,,Memphis Grizzlies - Minnesota Timberwolves,2016-10-27 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Minnesota Timberwolves']","{'Memphis Grizzlies': 102, 'Minnesota Timberwolves': 98}"
1251,,Milwaukee Bucks - Charlotte Hornets,2016-10-27 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Charlotte Hornets']","{'Milwaukee Bucks': 96, 'Charlotte Hornets': 107}"
1252,,New Orleans Pelicans - Denver Nuggets,2016-10-27 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Denver Nuggets']","{'New Orleans Pelicans': 102, 'Denver Nuggets': 107}"
1253,,Philadelphia 76ers - Oklahoma City Thunder,2016-10-27 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Oklahoma City Thunder']","{'Philadelphia 76ers': 97, 'Oklahoma City Thunder': 103}"
1254,,Boston Celtics - Brooklyn Nets,2016-10-26 23:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Brooklyn Nets']","{'Boston Celtics': 122, 'Brooklyn Nets': 117}"
1255,,Toronto Raptors - Detroit Pistons,2016-10-26 23:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Detroit Pistons']","{'Toronto Raptors': 109, 'Detroit Pistons': 91}"
1256,,Indiana Pacers - Dallas Mavericks,2016-10-26 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Dallas Mavericks']","{'Indiana Pacers': 130, 'Dallas Mavericks': 121}"
1257,,Orlando Magic - Miami Heat,2016-10-26 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Miami Heat']","{'Orlando Magic': 96, 'Miami Heat': 108}"
1258,,Golden State Warriors - San Antonio Spurs,2016-10-26 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'San Antonio Spurs']","{'Golden State Warriors': 100, 'San Antonio Spurs': 129}"
1259,,Portland Trail Blazers - Utah Jazz,2016-10-26 02:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Utah Jazz']","{'Portland Trail Blazers': 113, 'Utah Jazz': 104}"
1260,,Cleveland Cavaliers - New York Knicks,2016-10-25 23:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'New York Knicks']","{'Cleveland Cavaliers': 117, 'New York Knicks': 88}"
1261,,Golden State Warriors - Portland Trail Blazers,2016-10-22 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Portland Trail Blazers']","{'Golden State Warriors': 107, 'Portland Trail Blazers': 96}"
1262,,Los Angeles Lakers - Phoenix Suns,2016-10-22 02:00:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Phoenix Suns']","{'Los Angeles Lakers': 94, 'Phoenix Suns': 98}"
1263,,Denver Nuggets - Dallas Mavericks,2016-10-22 01:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Dallas Mavericks']","{'Denver Nuggets': 101, 'Dallas Mavericks': 75}"
