,id,name,start_timestamp,sport,league,teams,scores
315,,Los Angeles Clippers - Boston Celtics,2017-03-07 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Boston Celtics']","{'Los Angeles Clippers': 116, 'Boston Celtics': 102}"
316,,Denver Nuggets - Sacramento Kings,2017-03-07 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Sacramento Kings']","{'Denver Nuggets': 108, 'Sacramento Kings': 96}"
317,,Utah Jazz - New Orleans Pelicans,2017-03-07 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'New Orleans Pelicans']","{'Utah Jazz': 88, 'New Orleans Pelicans': 83}"
318,,San Antonio Spurs - Houston Rockets,2017-03-07 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Houston Rockets']","{'San Antonio Spurs': 112, 'Houston Rockets': 110}"
319,,Charlotte Hornets - Indiana Pacers,2017-03-07 01:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Indiana Pacers']","{'Charlotte Hornets': 100, 'Indiana Pacers': 88}"
320,,Memphis Grizzlies - Brooklyn Nets,2017-03-07 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Brooklyn Nets']","{'Memphis Grizzlies': 109, 'Brooklyn Nets': 122}"
321,,Atlanta Hawks - Golden State Warriors,2017-03-07 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Golden State Warriors']","{'Atlanta Hawks': 111, 'Golden State Warriors': 119}"
322,,Detroit Pistons - Chicago Bulls,2017-03-07 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Chicago Bulls']","{'Detroit Pistons': 109, 'Chicago Bulls': 95}"
323,,Cleveland Cavaliers - Miami Heat,2017-03-07 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Miami Heat']","{'Cleveland Cavaliers': 98, 'Miami Heat': 106}"
324,,Orlando Magic - New York Knicks,2017-03-07 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'New York Knicks']","{'Orlando Magic': 105, 'New York Knicks': 113}"
325,,Philadelphia 76ers - Milwaukee Bucks,2017-03-07 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Milwaukee Bucks']","{'Philadelphia 76ers': 98, 'Milwaukee Bucks': 112}"
326,,Los Angeles Lakers - New Orleans Pelicans,2017-03-06 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'New Orleans Pelicans']","{'Los Angeles Lakers': 97, 'New Orleans Pelicans': 105}"
327,,Dallas Mavericks - Oklahoma City Thunder,2017-03-06 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Oklahoma City Thunder']","{'Dallas Mavericks': 104, 'Oklahoma City Thunder': 89}"
328,,Sacramento Kings - Utah Jazz,2017-03-05 23:00:00+00:00,basketball,NBA,"['Sacramento Kings', 'Utah Jazz']","{'Sacramento Kings': 109, 'Utah Jazz': 110}"
329,,Phoenix Suns - Boston Celtics,2017-03-05 22:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Boston Celtics']","{'Phoenix Suns': 109, 'Boston Celtics': 106}"
330,,Washington Wizards - Orlando Magic,2017-03-05 22:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Orlando Magic']","{'Washington Wizards': 115, 'Orlando Magic': 114}"
331,,New York Knicks - Golden State Warriors,2017-03-05 20:30:00+00:00,basketball,NBA,"['New York Knicks', 'Golden State Warriors']","{'New York Knicks': 105, 'Golden State Warriors': 112}"
332,,Atlanta Hawks - Indiana Pacers,2017-03-05 18:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Indiana Pacers']","{'Atlanta Hawks': 96, 'Indiana Pacers': 97}"
333,,Portland Trail Blazers - Brooklyn Nets,2017-03-05 03:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Brooklyn Nets']","{'Portland Trail Blazers': 130, 'Brooklyn Nets': 116}"
334,,Denver Nuggets - Charlotte Hornets,2017-03-05 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Charlotte Hornets']","{'Denver Nuggets': 102, 'Charlotte Hornets': 112}"
335,,Houston Rockets - Memphis Grizzlies,2017-03-05 02:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Memphis Grizzlies']","{'Houston Rockets': 123, 'Memphis Grizzlies': 108}"
336,,San Antonio Spurs - Minnesota Timberwolves,2017-03-05 02:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Minnesota Timberwolves']","{'San Antonio Spurs': 97, 'Minnesota Timberwolves': 90}"
337,,Chicago Bulls - Los Angeles Clippers,2017-03-05 01:30:00+00:00,basketball,NBA,"['Chicago Bulls', 'Los Angeles Clippers']","{'Chicago Bulls': 91, 'Los Angeles Clippers': 101}"
338,,Miami Heat - Cleveland Cavaliers,2017-03-05 01:00:00+00:00,basketball,NBA,"['Miami Heat', 'Cleveland Cavaliers']","{'Miami Heat': 120, 'Cleveland Cavaliers': 92}"
339,,Milwaukee Bucks - Toronto Raptors,2017-03-05 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Toronto Raptors']","{'Milwaukee Bucks': 101, 'Toronto Raptors': 94}"
340,,Philadelphia 76ers - Detroit Pistons,2017-03-04 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Detroit Pistons']","{'Philadelphia 76ers': 106, 'Detroit Pistons': 136}"
341,,Los Angeles Lakers - Boston Celtics,2017-03-04 03:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Boston Celtics']","{'Los Angeles Lakers': 95, 'Boston Celtics': 115}"
342,,New Orleans Pelicans - San Antonio Spurs,2017-03-04 02:30:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'San Antonio Spurs']","{'New Orleans Pelicans': 98, 'San Antonio Spurs': 101}"
343,,Phoenix Suns - Oklahoma City Thunder,2017-03-04 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Oklahoma City Thunder']","{'Phoenix Suns': 118, 'Oklahoma City Thunder': 111}"
344,,Utah Jazz - Brooklyn Nets,2017-03-04 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Brooklyn Nets']","{'Utah Jazz': 112, 'Brooklyn Nets': 97}"
345,,Dallas Mavericks - Memphis Grizzlies,2017-03-04 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Memphis Grizzlies']","{'Dallas Mavericks': 104, 'Memphis Grizzlies': 100}"
346,,Milwaukee Bucks - Los Angeles Clippers,2017-03-04 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Los Angeles Clippers']","{'Milwaukee Bucks': 112, 'Los Angeles Clippers': 101}"
347,,Atlanta Hawks - Cleveland Cavaliers,2017-03-04 00:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Cleveland Cavaliers']","{'Atlanta Hawks': 130, 'Cleveland Cavaliers': 135}"
348,,Orlando Magic - Miami Heat,2017-03-04 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Miami Heat']","{'Orlando Magic': 110, 'Miami Heat': 99}"
349,,Philadelphia 76ers - New York Knicks,2017-03-04 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'New York Knicks']","{'Philadelphia 76ers': 105, 'New York Knicks': 102}"
350,,Washington Wizards - Toronto Raptors,2017-03-04 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Toronto Raptors']","{'Washington Wizards': 106, 'Toronto Raptors': 114}"
351,,Portland Trail Blazers - Oklahoma City Thunder,2017-03-03 03:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Oklahoma City Thunder']","{'Portland Trail Blazers': 114, 'Oklahoma City Thunder': 109}"
352,,Phoenix Suns - Charlotte Hornets,2017-03-03 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Charlotte Hornets']","{'Phoenix Suns': 120, 'Charlotte Hornets': 103}"
353,,Chicago Bulls - Golden State Warriors,2017-03-03 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Golden State Warriors']","{'Chicago Bulls': 94, 'Golden State Warriors': 87}"
354,,Los Angeles Clippers - Houston Rockets,2017-03-02 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Houston Rockets']","{'Los Angeles Clippers': 103, 'Houston Rockets': 122}"
355,,Sacramento Kings - Brooklyn Nets,2017-03-02 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Brooklyn Nets']","{'Sacramento Kings': 100, 'Brooklyn Nets': 109}"
356,,Utah Jazz - Minnesota Timberwolves,2017-03-02 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Minnesota Timberwolves']","{'Utah Jazz': 80, 'Minnesota Timberwolves': 107}"
357,,San Antonio Spurs - Indiana Pacers,2017-03-02 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Indiana Pacers']","{'San Antonio Spurs': 100, 'Indiana Pacers': 99}"
358,,Boston Celtics - Cleveland Cavaliers,2017-03-02 01:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Cleveland Cavaliers']","{'Boston Celtics': 103, 'Cleveland Cavaliers': 99}"
359,,Milwaukee Bucks - Denver Nuggets,2017-03-02 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Denver Nuggets']","{'Milwaukee Bucks': 98, 'Denver Nuggets': 110}"
360,,New Orleans Pelicans - Detroit Pistons,2017-03-02 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Detroit Pistons']","{'New Orleans Pelicans': 109, 'Detroit Pistons': 86}"
361,,Atlanta Hawks - Dallas Mavericks,2017-03-02 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Dallas Mavericks']","{'Atlanta Hawks': 100, 'Dallas Mavericks': 95}"
362,,Miami Heat - Philadelphia 76ers,2017-03-02 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Philadelphia 76ers']","{'Miami Heat': 125, 'Philadelphia 76ers': 98}"
363,,Toronto Raptors - Washington Wizards,2017-03-02 00:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Washington Wizards']","{'Toronto Raptors': 96, 'Washington Wizards': 105}"
364,,Orlando Magic - New York Knicks,2017-03-02 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'New York Knicks']","{'Orlando Magic': 90, 'New York Knicks': 101}"
365,,Los Angeles Lakers - Charlotte Hornets,2017-03-01 03:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Charlotte Hornets']","{'Los Angeles Lakers': 104, 'Charlotte Hornets': 109}"
366,,Chicago Bulls - Denver Nuggets,2017-03-01 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Denver Nuggets']","{'Chicago Bulls': 107, 'Denver Nuggets': 125}"
367,,Memphis Grizzlies - Phoenix Suns,2017-03-01 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Phoenix Suns']","{'Memphis Grizzlies': 130, 'Phoenix Suns': 112}"
368,,Oklahoma City Thunder - Utah Jazz,2017-03-01 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Utah Jazz']","{'Oklahoma City Thunder': 109, 'Utah Jazz': 106}"
369,,Detroit Pistons - Portland Trail Blazers,2017-03-01 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Portland Trail Blazers']","{'Detroit Pistons': 120, 'Portland Trail Blazers': 113}"
370,,Washington Wizards - Golden State Warriors,2017-03-01 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Golden State Warriors']","{'Washington Wizards': 112, 'Golden State Warriors': 108}"
371,,Sacramento Kings - Minnesota Timberwolves,2017-02-28 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Minnesota Timberwolves']","{'Sacramento Kings': 88, 'Minnesota Timberwolves': 102}"
372,,Houston Rockets - Indiana Pacers,2017-02-28 02:30:00+00:00,basketball,NBA,"['Houston Rockets', 'Indiana Pacers']","{'Houston Rockets': 108, 'Indiana Pacers': 117}"
373,,Dallas Mavericks - Miami Heat,2017-02-28 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Miami Heat']","{'Dallas Mavericks': 96, 'Miami Heat': 89}"
374,,Boston Celtics - Atlanta Hawks,2017-02-28 00:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Atlanta Hawks']","{'Boston Celtics': 98, 'Atlanta Hawks': 114}"
375,,Cleveland Cavaliers - Milwaukee Bucks,2017-02-28 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Milwaukee Bucks']","{'Cleveland Cavaliers': 102, 'Milwaukee Bucks': 95}"
376,,New York Knicks - Toronto Raptors,2017-02-28 00:00:00+00:00,basketball,NBA,"['New York Knicks', 'Toronto Raptors']","{'New York Knicks': 91, 'Toronto Raptors': 92}"
377,,Philadelphia 76ers - Golden State Warriors,2017-02-28 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Golden State Warriors']","{'Philadelphia 76ers': 108, 'Golden State Warriors': 119}"
378,,Los Angeles Clippers - Charlotte Hornets,2017-02-27 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Charlotte Hornets']","{'Los Angeles Clippers': 124, 'Charlotte Hornets': 121}"
379,,Oklahoma City Thunder - New Orleans Pelicans,2017-02-27 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'New Orleans Pelicans']","{'Oklahoma City Thunder': 118, 'New Orleans Pelicans': 110}"
380,,Detroit Pistons - Boston Celtics,2017-02-26 23:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Boston Celtics']","{'Detroit Pistons': 98, 'Boston Celtics': 104}"
381,,Toronto Raptors - Portland Trail Blazers,2017-02-26 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Portland Trail Blazers']","{'Toronto Raptors': 112, 'Portland Trail Blazers': 106}"
382,,Denver Nuggets - Memphis Grizzlies,2017-02-26 22:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Memphis Grizzlies']","{'Denver Nuggets': 98, 'Memphis Grizzlies': 105}"
383,,Washington Wizards - Utah Jazz,2017-02-26 22:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Utah Jazz']","{'Washington Wizards': 92, 'Utah Jazz': 102}"
384,,Los Angeles Lakers - San Antonio Spurs,2017-02-26 20:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'San Antonio Spurs']","{'Los Angeles Lakers': 98, 'San Antonio Spurs': 119}"
385,,Milwaukee Bucks - Phoenix Suns,2017-02-26 20:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Phoenix Suns']","{'Milwaukee Bucks': 100, 'Phoenix Suns': 96}"
386,,Golden State Warriors - Brooklyn Nets,2017-02-26 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Brooklyn Nets']","{'Golden State Warriors': 112, 'Brooklyn Nets': 95}"
387,,Houston Rockets - Minnesota Timberwolves,2017-02-26 02:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Minnesota Timberwolves']","{'Houston Rockets': 142, 'Minnesota Timberwolves': 130}"
388,,Cleveland Cavaliers - Chicago Bulls,2017-02-26 01:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Chicago Bulls']","{'Cleveland Cavaliers': 99, 'Chicago Bulls': 117}"
389,,Dallas Mavericks - New Orleans Pelicans,2017-02-26 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'New Orleans Pelicans']","{'Dallas Mavericks': 96, 'New Orleans Pelicans': 83}"
390,,Miami Heat - Indiana Pacers,2017-02-26 01:00:00+00:00,basketball,NBA,"['Miami Heat', 'Indiana Pacers']","{'Miami Heat': 113, 'Indiana Pacers': 95}"
391,,New York Knicks - Philadelphia 76ers,2017-02-26 00:30:00+00:00,basketball,NBA,"['New York Knicks', 'Philadelphia 76ers']","{'New York Knicks': 110, 'Philadelphia 76ers': 109}"
392,,Orlando Magic - Atlanta Hawks,2017-02-26 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Atlanta Hawks']","{'Orlando Magic': 105, 'Atlanta Hawks': 86}"
393,,Sacramento Kings - Charlotte Hornets,2017-02-25 22:00:00+00:00,basketball,NBA,"['Sacramento Kings', 'Charlotte Hornets']","{'Sacramento Kings': 85, 'Charlotte Hornets': 99}"
394,,Los Angeles Clippers - San Antonio Spurs,2017-02-25 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'San Antonio Spurs']","{'Los Angeles Clippers': 97, 'San Antonio Spurs': 105}"
395,,Denver Nuggets - Brooklyn Nets,2017-02-25 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Brooklyn Nets']","{'Denver Nuggets': 129, 'Brooklyn Nets': 109}"
396,,Chicago Bulls - Phoenix Suns,2017-02-25 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Phoenix Suns']","{'Chicago Bulls': 128, 'Phoenix Suns': 121}"
397,,Milwaukee Bucks - Utah Jazz,2017-02-25 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Utah Jazz']","{'Milwaukee Bucks': 95, 'Utah Jazz': 109}"
398,,Minnesota Timberwolves - Dallas Mavericks,2017-02-25 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Dallas Mavericks']","{'Minnesota Timberwolves': 97, 'Dallas Mavericks': 84}"
399,,Toronto Raptors - Boston Celtics,2017-02-25 01:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Boston Celtics']","{'Toronto Raptors': 107, 'Boston Celtics': 97}"
400,,Atlanta Hawks - Miami Heat,2017-02-25 01:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Miami Heat']","{'Atlanta Hawks': 90, 'Miami Heat': 108}"
401,,Oklahoma City Thunder - Los Angeles Lakers,2017-02-25 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Los Angeles Lakers']","{'Oklahoma City Thunder': 110, 'Los Angeles Lakers': 93}"
402,,Indiana Pacers - Memphis Grizzlies,2017-02-25 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Memphis Grizzlies']","{'Indiana Pacers': 102, 'Memphis Grizzlies': 92}"
403,,Philadelphia 76ers - Washington Wizards,2017-02-25 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Washington Wizards']","{'Philadelphia 76ers': 120, 'Washington Wizards': 112}"
404,,Golden State Warriors - Los Angeles Clippers,2017-02-24 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Los Angeles Clippers']","{'Golden State Warriors': 123, 'Los Angeles Clippers': 113}"
405,,Sacramento Kings - Denver Nuggets,2017-02-24 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Denver Nuggets']","{'Sacramento Kings': 116, 'Denver Nuggets': 100}"
406,,Cleveland Cavaliers - New York Knicks,2017-02-24 01:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'New York Knicks']","{'Cleveland Cavaliers': 119, 'New York Knicks': 104}"
407,,New Orleans Pelicans - Houston Rockets,2017-02-24 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Houston Rockets']","{'New Orleans Pelicans': 99, 'Houston Rockets': 129}"
408,,Detroit Pistons - Charlotte Hornets,2017-02-24 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Charlotte Hornets']","{'Detroit Pistons': 114, 'Charlotte Hornets': 108}"
409,,Orlando Magic - Portland Trail Blazers,2017-02-24 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Portland Trail Blazers']","{'Orlando Magic': 103, 'Portland Trail Blazers': 112}"
410,,West - East,2017-02-20 01:00:00+00:00,basketball,NBA,"['West', 'East']","{'West': 192, 'East': 182}"
411,,Team USA - Team World,2017-02-18 02:00:00+00:00,basketball,NBA,"['Team USA', 'Team World']","{'Team USA': 141, 'Team World': 150}"
412,,Chicago Bulls - Boston Celtics,2017-02-17 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Boston Celtics']","{'Chicago Bulls': 104, 'Boston Celtics': 103}"
413,,Indiana Pacers - Washington Wizards,2017-02-17 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Washington Wizards']","{'Indiana Pacers': 98, 'Washington Wizards': 111}"
414,,Golden State Warriors - Sacramento Kings,2017-02-16 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Sacramento Kings']","{'Golden State Warriors': 109, 'Sacramento Kings': 86}"
415,,Los Angeles Clippers - Atlanta Hawks,2017-02-16 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Atlanta Hawks']","{'Los Angeles Clippers': 99, 'Atlanta Hawks': 84}"
416,,Oklahoma City Thunder - New York Knicks,2017-02-16 02:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'New York Knicks']","{'Oklahoma City Thunder': 116, 'New York Knicks': 105}"
417,,Denver Nuggets - Minnesota Timberwolves,2017-02-16 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Minnesota Timberwolves']","{'Denver Nuggets': 99, 'Minnesota Timberwolves': 112}"
418,,Phoenix Suns - Los Angeles Lakers,2017-02-16 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Los Angeles Lakers']","{'Phoenix Suns': 137, 'Los Angeles Lakers': 101}"
419,,Utah Jazz - Portland Trail Blazers,2017-02-16 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Portland Trail Blazers']","{'Utah Jazz': 111, 'Portland Trail Blazers': 88}"
420,,Houston Rockets - Miami Heat,2017-02-16 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Miami Heat']","{'Houston Rockets': 109, 'Miami Heat': 117}"
421,,Memphis Grizzlies - New Orleans Pelicans,2017-02-16 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'New Orleans Pelicans']","{'Memphis Grizzlies': 91, 'New Orleans Pelicans': 95}"
422,,Boston Celtics - Philadelphia 76ers,2017-02-16 00:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Philadelphia 76ers']","{'Boston Celtics': 116, 'Philadelphia 76ers': 108}"
423,,Brooklyn Nets - Milwaukee Bucks,2017-02-16 00:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Milwaukee Bucks']","{'Brooklyn Nets': 125, 'Milwaukee Bucks': 129}"
424,,Detroit Pistons - Dallas Mavericks,2017-02-16 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Dallas Mavericks']","{'Detroit Pistons': 98, 'Dallas Mavericks': 91}"
425,,Toronto Raptors - Charlotte Hornets,2017-02-16 00:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Charlotte Hornets']","{'Toronto Raptors': 90, 'Charlotte Hornets': 85}"
426,,Cleveland Cavaliers - Indiana Pacers,2017-02-16 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Indiana Pacers']","{'Cleveland Cavaliers': 113, 'Indiana Pacers': 104}"
427,,Orlando Magic - San Antonio Spurs,2017-02-16 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'San Antonio Spurs']","{'Orlando Magic': 79, 'San Antonio Spurs': 107}"
428,,Los Angeles Lakers - Sacramento Kings,2017-02-15 03:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Sacramento Kings']","{'Los Angeles Lakers': 96, 'Sacramento Kings': 97}"
429,,Chicago Bulls - Toronto Raptors,2017-02-15 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Toronto Raptors']","{'Chicago Bulls': 105, 'Toronto Raptors': 94}"
430,,Minnesota Timberwolves - Cleveland Cavaliers,2017-02-15 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Cleveland Cavaliers']","{'Minnesota Timberwolves': 108, 'Cleveland Cavaliers': 116}"
431,,Portland Trail Blazers - Atlanta Hawks,2017-02-14 03:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Atlanta Hawks']","{'Portland Trail Blazers': 104, 'Atlanta Hawks': 109}"
432,,Denver Nuggets - Golden State Warriors,2017-02-14 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Golden State Warriors']","{'Denver Nuggets': 132, 'Golden State Warriors': 110}"
433,,Phoenix Suns - New Orleans Pelicans,2017-02-14 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'New Orleans Pelicans']","{'Phoenix Suns': 108, 'New Orleans Pelicans': 110}"
434,,Utah Jazz - Los Angeles Clippers,2017-02-14 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Los Angeles Clippers']","{'Utah Jazz': 72, 'Los Angeles Clippers': 88}"
435,,Dallas Mavericks - Boston Celtics,2017-02-14 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Boston Celtics']","{'Dallas Mavericks': 98, 'Boston Celtics': 111}"
436,,Milwaukee Bucks - Detroit Pistons,2017-02-14 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Detroit Pistons']","{'Milwaukee Bucks': 102, 'Detroit Pistons': 89}"
437,,Washington Wizards - Oklahoma City Thunder,2017-02-14 01:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Oklahoma City Thunder']","{'Washington Wizards': 120, 'Oklahoma City Thunder': 98}"
438,,Brooklyn Nets - Memphis Grizzlies,2017-02-14 00:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Memphis Grizzlies']","{'Brooklyn Nets': 103, 'Memphis Grizzlies': 112}"
439,,Miami Heat - Orlando Magic,2017-02-14 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Orlando Magic']","{'Miami Heat': 107, 'Orlando Magic': 116}"
440,,Charlotte Hornets - Philadelphia 76ers,2017-02-14 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Philadelphia 76ers']","{'Charlotte Hornets': 99, 'Philadelphia 76ers': 105}"
441,,Indiana Pacers - San Antonio Spurs,2017-02-14 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'San Antonio Spurs']","{'Indiana Pacers': 106, 'San Antonio Spurs': 110}"
442,,Sacramento Kings - New Orleans Pelicans,2017-02-13 02:00:00+00:00,basketball,NBA,"['Sacramento Kings', 'New Orleans Pelicans']","{'Sacramento Kings': 105, 'New Orleans Pelicans': 99}"
443,,Toronto Raptors - Detroit Pistons,2017-02-12 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Detroit Pistons']","{'Toronto Raptors': 101, 'Detroit Pistons': 102}"
444,,Minnesota Timberwolves - Chicago Bulls,2017-02-12 20:30:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Chicago Bulls']","{'Minnesota Timberwolves': 117, 'Chicago Bulls': 89}"
445,,New York Knicks - San Antonio Spurs,2017-02-12 20:30:00+00:00,basketball,NBA,"['New York Knicks', 'San Antonio Spurs']","{'New York Knicks': 94, 'San Antonio Spurs': 90}"
446,,Utah Jazz - Boston Celtics,2017-02-12 03:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Boston Celtics']","{'Utah Jazz': 104, 'Boston Celtics': 112}"
447,,Dallas Mavericks - Orlando Magic,2017-02-12 02:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Orlando Magic']","{'Dallas Mavericks': 112, 'Orlando Magic': 80}"
448,,Houston Rockets - Phoenix Suns,2017-02-12 02:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Phoenix Suns']","{'Houston Rockets': 133, 'Phoenix Suns': 102}"
449,,Oklahoma City Thunder - Golden State Warriors,2017-02-12 01:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Golden State Warriors']","{'Oklahoma City Thunder': 114, 'Golden State Warriors': 130}"
450,,Cleveland Cavaliers - Denver Nuggets,2017-02-12 00:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Denver Nuggets']","{'Cleveland Cavaliers': 125, 'Denver Nuggets': 109}"
451,,Philadelphia 76ers - Miami Heat,2017-02-12 00:30:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Miami Heat']","{'Philadelphia 76ers': 117, 'Miami Heat': 109}"
